      0.00000214      0.00000214      0.00000214      0.00000214      0.00000214      0.00000214      0.00000138      0.00000126
      0.00000115      0.00000103      0.00000091      0.00000080      0.00000068      0.00000056      0.00000045      0.00000033
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021      0.00000021
      0.00000033      0.00000045      0.00000056      0.00000068      0.00000080      0.00000091      0.00000103      0.00000115
      0.00000126      0.00000138      0.00000214      0.00000214      0.00000214      0.00000214      0.00000214      0.00000214
